id,Response
166207,0.5
490760,0.5
317004,0.5
238377,0.5
138328,0.5
14572,0.5
171732,0.5
61632,0.5
108107,0.5
257355,0.5
216884,0.5
300861,0.5
393071,0.5
108087,0.5
387388,0.5
418554,0.5
273057,0.5
249728,0.5
120436,0.5
50981,0.5
166874,0.5
113644,0.5
182392,0.5
67640,0.5
344638,0.5
427463,0.5
103171,0.5
148777,0.5
80941,0.5
307599,0.5
346776,0.5
6053,0.5
205787,0.5
394049,0.5
253119,0.5
159437,0.5
157071,0.5
178836,0.5
408820,0.5
91950,0.5
330484,0.5
371250,0.5
284500,0.5
257255,0.5
247432,0.5
137911,0.5
199008,0.5
113389,0.5
487659,0.5
209101,0.5
39117,0.5
113475,0.5
316869,0.5
191222,0.5
139050,0.5
253085,0.5
285870,0.5
87307,0.5
191769,0.5
425158,0.5
203495,0.5
388591,0.5
179462,0.5
387910,0.5
299469,0.5
143501,0.5
172655,0.5
133601,0.5
507236,0.5
26114,0.5
368668,0.5
268522,0.5
162539,0.5
355321,0.5
119043,0.5
291338,0.5
38687,0.5
112117,0.5
334876,0.5
322636,0.5
38173,0.5
124952,0.5
220547,0.5
233782,0.5
202509,0.5
178723,0.5
257737,0.5
492534,0.5
123192,0.5
87357,0.5
121779,0.5
143265,0.5
119705,0.5
44859,0.5
455419,0.5
89342,0.5
176342,0.5
382756,0.5
85514,0.5
209785,0.5
131325,0.5
476339,0.5
370547,0.5
88293,0.5
316407,0.5
26283,0.5
376059,0.5
40110,0.5
355783,0.5
142350,0.5
315782,0.5
151403,0.5
234425,0.5
269139,0.5
426963,0.5
339864,0.5
247533,0.5
31908,0.5
18206,0.5
34904,0.5
119338,0.5
176405,0.5
304944,0.5
494754,0.5
369308,0.5
42228,0.5
344295,0.5
45124,0.5
35494,0.5
141719,0.5
463565,0.5
169019,0.5
301007,0.5
185243,0.5
107598,0.5
286830,0.5
468388,0.5
253940,0.5
367547,0.5
386069,0.5
202619,0.5
18709,0.5
432454,0.5
318244,0.5
256856,0.5
229680,0.5
414505,0.5
273052,0.5
392926,0.5
373238,0.5
360398,0.5
14823,0.5
336794,0.5
91613,0.5
108480,0.5
262790,0.5
342459,0.5
347819,0.5
228510,0.5
174813,0.5
252137,0.5
107519,0.5
59992,0.5
16620,0.5
298381,0.5
192479,0.5
248148,0.5
126727,0.5
107465,0.5
90532,0.5
240767,0.5
68519,0.5
95661,0.5
463126,0.5
357879,0.5
251989,0.5
99418,0.5
364629,0.5
364729,0.5
136956,0.5
201495,0.5
295751,0.5
225180,0.5
287790,0.5
126409,0.5
234767,0.5
113508,0.5
353248,0.5
185526,0.5
8332,0.5
462799,0.5
443423,0.5
362819,0.5
284642,0.5
325857,0.5
232400,0.5
216412,0.5
91072,0.5
160357,0.5
343077,0.5
495159,0.5
154525,0.5
180572,0.5
333256,0.5
183880,0.5
167869,0.5
447353,0.5
74407,0.5
311360,0.5
274560,0.5
102750,0.5
181250,0.5
211854,0.5
372081,0.5
199929,0.5
482517,0.5
122416,0.5
486812,0.5
498070,0.5
190008,0.5
166373,0.5
132103,0.5
182913,0.5
302658,0.5
213252,0.5
461861,0.5
28143,0.5
227805,0.5
142503,0.5
323180,0.5
372877,0.5
420555,0.5
246231,0.5
124298,0.5
57490,0.5
443128,0.5
499818,0.5
347083,0.5
505562,0.5
331539,0.5
138045,0.5
375627,0.5
353299,0.5
287005,0.5
311035,0.5
307052,0.5
24316,0.5
349666,0.5
64885,0.5
165156,0.5
52288,0.5
146867,0.5
496716,0.5
11479,0.5
488766,0.5
490515,0.5
196402,0.5
164376,0.5
209246,0.5
479350,0.5
55212,0.5
246754,0.5
225653,0.5
121191,0.5
194851,0.5
349019,0.5
30672,0.5
114073,0.5
231837,0.5
463461,0.5
222091,0.5
336633,0.5
66757,0.5
335269,0.5
272372,0.5
89436,0.5
4712,0.5
353666,0.5
254138,0.5
371006,0.5
276823,0.5
332266,0.5
200744,0.5
86599,0.5
22383,0.5
242438,0.5
51388,0.5
149176,0.5
390077,0.5
462939,0.5
419186,0.5
286592,0.5
251320,0.5
261758,0.5
344788,0.5
46244,0.5
203165,0.5
417819,0.5
170517,0.5
102663,0.5
285332,0.5
148715,0.5
279711,0.5
234723,0.5
192421,0.5
390567,0.5
176336,0.5
420748,0.5
60912,0.5
282092,0.5
369219,0.5
180233,0.5
37424,0.5
369968,0.5
37333,0.5
198260,0.5
251980,0.5
188709,0.5
145018,0.5
330849,0.5
255913,0.5
173020,0.5
462412,0.5
10404,0.5
318795,0.5
384760,0.5
318403,0.5
459834,0.5
307779,0.5
387383,0.5
66459,0.5
370764,0.5
60864,0.5
399824,0.5
190456,0.5
96037,0.5
243428,0.5
52450,0.5
352548,0.5
7828,0.5
150835,0.5
326724,0.5
465790,0.5
144002,0.5
233334,0.5
72802,0.5
368043,0.5
200414,0.5
499209,0.5
202385,0.5
107944,0.5
147289,0.5
133542,0.5
104102,0.5
461847,0.5
83890,0.5
440811,0.5
208067,0.5
204593,0.5
338998,0.5
264122,0.5
21785,0.5
72485,0.5
424428,0.5
109243,0.5
73121,0.5
400328,0.5
373040,0.5
81353,0.5
451821,0.5
391164,0.5
23015,0.5
137532,0.5
157379,0.5
190838,0.5
225224,0.5
495615,0.5
125700,0.5
4096,0.5
340494,0.5
319632,0.5
69942,0.5
278341,0.5
154471,0.5
172742,0.5
469266,0.5
7742,0.5
495344,0.5
344340,0.5
211960,0.5
93351,0.5
274336,0.5
281023,0.5
133762,0.5
260531,0.5
94263,0.5
232226,0.5
164871,0.5
231842,0.5
98,0.5
104658,0.5
227161,0.5
482951,0.5
346347,0.5
343487,0.5
426141,0.5
69221,0.5
45514,0.5
232187,0.5
404884,0.5
56863,0.5
214147,0.5
288305,0.5
115547,0.5
190524,0.5
99491,0.5
101117,0.5
52913,0.5
325461,0.5
154950,0.5
363192,0.5
227431,0.5
106087,0.5
162996,0.5
398822,0.5
240657,0.5
214660,0.5
26973,0.5
62826,0.5
89197,0.5
399481,0.5
176174,0.5
457071,0.5
41917,0.5
318866,0.5
261614,0.5
97955,0.5
333308,0.5
447784,0.5
213814,0.5
319117,0.5
471127,0.5
60074,0.5
505158,0.5
165280,0.5
15764,0.5
290630,0.5
341211,0.5
212007,0.5
245238,0.5
371148,0.5
108809,0.5
374361,0.5
24619,0.5
71188,0.5
252547,0.5
275009,0.5
246603,0.5
360656,0.5
506565,0.5
205396,0.5
303465,0.5
300068,0.5
68532,0.5
283855,0.5
182941,0.5
196301,0.5
298039,0.5
39439,0.5
215059,0.5
68393,0.5
168099,0.5
27265,0.5
20354,0.5
150020,0.5
186783,0.5
77285,0.5
506222,0.5
499798,0.5
194515,0.5
171911,0.5
328292,0.5
200676,0.5
287469,0.5
276968,0.5
74533,0.5
283787,0.5
224476,0.5
20150,0.5
180094,0.5
310686,0.5
375890,0.5
372365,0.5
357075,0.5
139808,0.5
56746,0.5
432914,0.5
57511,0.5
470613,0.5
273729,0.5
362905,0.5
52397,0.5
114433,0.5
140005,0.5
289053,0.5
361162,0.5
268067,0.5
503712,0.5
146029,0.5
270270,0.5
71975,0.5
81266,0.5
75155,0.5
211109,0.5
183731,0.5
315505,0.5
129854,0.5
328737,0.5
329827,0.5
408356,0.5
271573,0.5
505222,0.5
255119,0.5
173959,0.5
26059,0.5
17498,0.5
379944,0.5
363790,0.5
479218,0.5
69730,0.5
105075,0.5
78557,0.5
11513,0.5
143314,0.5
47940,0.5
353834,0.5
84804,0.5
460577,0.5
264842,0.5
266873,0.5
137521,0.5
170944,0.5
181548,0.5
264784,0.5
65904,0.5
372353,0.5
502028,0.5
377771,0.5
342850,0.5
154338,0.5
347346,0.5
189951,0.5
66641,0.5
77569,0.5
456550,0.5
244413,0.5
167548,0.5
371743,0.5
287817,0.5
406069,0.5
254189,0.5
251110,0.5
422291,0.5
14407,0.5
453204,0.5
1517,0.5
180255,0.5
281693,0.5
175253,0.5
139738,0.5
485295,0.5
248318,0.5
32709,0.5
10998,0.5
322238,0.5
169614,0.5
481310,0.5
45935,0.5
215247,0.5
15630,0.5
346795,0.5
307848,0.5
270045,0.5
448917,0.5
399991,0.5
135728,0.5
251745,0.5
314839,0.5
204846,0.5
218606,0.5
370137,0.5
23768,0.5
325921,0.5
358948,0.5
218692,0.5
173124,0.5
291760,0.5
426532,0.5
88819,0.5
296589,0.5
451069,0.5
225958,0.5
179582,0.5
35706,0.5
124819,0.5
280087,0.5
402573,0.5
251962,0.5
348814,0.5
277627,0.5
54866,0.5
195792,0.5
246917,0.5
286106,0.5
483354,0.5
147439,0.5
296347,0.5
424487,0.5
505677,0.5
235775,0.5
244437,0.5
77475,0.5
303998,0.5
32621,0.5
171694,0.5
58493,0.5
16476,0.5
228685,0.5
210134,0.5
9911,0.5
252477,0.5
32470,0.5
38679,0.5
189476,0.5
94306,0.5
23800,0.5
112404,0.5
245307,0.5
308699,0.5
369526,0.5
100567,0.5
309419,0.5
86921,0.5
299529,0.5
248465,0.5
413068,0.5
10907,0.5
27396,0.5
252287,0.5
169208,0.5
360974,0.5
393453,0.5
89363,0.5
252752,0.5
45750,0.5
175940,0.5
231633,0.5
235430,0.5
176148,0.5
134956,0.5
485366,0.5
184327,0.5
245946,0.5
220159,0.5
360452,0.5
380579,0.5
217323,0.5
313395,0.5
98886,0.5
473449,0.5
290322,0.5
267877,0.5
256696,0.5
193701,0.5
28951,0.5
201638,0.5
383321,0.5
322113,0.5
177117,0.5
432673,0.5
116057,0.5
403292,0.5
45277,0.5
60349,0.5
2979,0.5
34708,0.5
117137,0.5
467399,0.5
286029,0.5
155940,0.5
207460,0.5
360496,0.5
367083,0.5
171121,0.5
220186,0.5
324643,0.5
362922,0.5
408705,0.5
64124,0.5
367785,0.5
194389,0.5
247509,0.5
314540,0.5
207319,0.5
72750,0.5
141383,0.5
149255,0.5
8802,0.5
193281,0.5
369826,0.5
442859,0.5
415173,0.5
68485,0.5
19185,0.5
106879,0.5
119966,0.5
134598,0.5
14462,0.5
168839,0.5
352670,0.5
195959,0.5
175979,0.5
360469,0.5
503045,0.5
452628,0.5
176642,0.5
118561,0.5
338958,0.5
472115,0.5
374727,0.5
336568,0.5
253120,0.5
253180,0.5
84128,0.5
87153,0.5
475002,0.5
126057,0.5
390962,0.5
228941,0.5
480175,0.5
483980,0.5
246381,0.5
491387,0.5
228001,0.5
366960,0.5
1678,0.5
470877,0.5
260495,0.5
370722,0.5
505629,0.5
113555,0.5
123358,0.5
144238,0.5
422591,0.5
216553,0.5
209638,0.5
12876,0.5
71042,0.5
245345,0.5
326981,0.5
480095,0.5
390839,0.5
119344,0.5
341157,0.5
64976,0.5
238307,0.5
322094,0.5
12675,0.5
100882,0.5
220397,0.5
19651,0.5
365285,0.5
339301,0.5
405629,0.5
437755,0.5
365135,0.5
254541,0.5
170169,0.5
436059,0.5
345818,0.5
322244,0.5
16038,0.5
90407,0.5
325470,0.5
451355,0.5
117458,0.5
389794,0.5
469937,0.5
366245,0.5
183347,0.5
279881,0.5
124538,0.5
464744,0.5
296990,0.5
481353,0.5
338059,0.5
408420,0.5
304518,0.5
497462,0.5
456297,0.5
364410,0.5
489658,0.5
375295,0.5
269302,0.5
317822,0.5
187422,0.5
72467,0.5
59821,0.5
400853,0.5
142870,0.5
158936,0.5
361030,0.5
448536,0.5
140016,0.5
495440,0.5
27083,0.5
185384,0.5
171737,0.5
267475,0.5
63730,0.5
202944,0.5
167634,0.5
189332,0.5
25312,0.5
188948,0.5
132509,0.5
5971,0.5
421000,0.5
100969,0.5
78210,0.5
423625,0.5
300840,0.5
501023,0.5
390881,0.5
218763,0.5
215683,0.5
258318,0.5
26675,0.5
452946,0.5
2930,0.5
73765,0.5
196520,0.5
124078,0.5
54755,0.5
273230,0.5
24692,0.5
64145,0.5
15895,0.5
72562,0.5
388865,0.5
206984,0.5
35689,0.5
398043,0.5
212843,0.5
49008,0.5
79512,0.5
316976,0.5
17086,0.5
505538,0.5
236526,0.5
79399,0.5
16688,0.5
292840,0.5
293166,0.5
424679,0.5
24173,0.5
259271,0.5
112945,0.5
226389,0.5
20030,0.5
448986,0.5
291351,0.5
19739,0.5
175650,0.5
236869,0.5
21682,0.5
455016,0.5
114253,0.5
172591,0.5
237623,0.5
294143,0.5
57833,0.5
167842,0.5
300836,0.5
113334,0.5
100735,0.5
168588,0.5
339277,0.5
6125,0.5
177951,0.5
62081,0.5
328922,0.5
397413,0.5
375028,0.5
99579,0.5
482995,0.5
424652,0.5
9696,0.5
239916,0.5
222326,0.5
54118,0.5
288548,0.5
150258,0.5
236377,0.5
278873,0.5
156813,0.5
342996,0.5
147999,0.5
102239,0.5
505658,0.5
494505,0.5
227963,0.5
21577,0.5
312217,0.5
151961,0.5
388120,0.5
439358,0.5
65314,0.5
203513,0.5
233397,0.5
255760,0.5
231510,0.5
158640,0.5
461581,0.5
429779,0.5
258,0.5
50494,0.5
11658,0.5
218122,0.5
341124,0.5
238672,0.5
501345,0.5
167616,0.5
433642,0.5
158952,0.5
261755,0.5
209202,0.5
230940,0.5
227393,0.5
429156,0.5
269303,0.5
144815,0.5
378387,0.5
472628,0.5
4952,0.5
15456,0.5
362965,0.5
339162,0.5
186520,0.5
464244,0.5
312160,0.5
359480,0.5
138147,0.5
4689,0.5
216405,0.5
293864,0.5
391567,0.5
13689,0.5
412507,0.5
128054,0.5
5848,0.5
186445,0.5
468312,0.5
280484,0.5
266627,0.5
30798,0.5
30964,0.5
42922,0.5
198557,0.5
34184,0.5
252846,0.5
68316,0.5
289262,0.5
212101,0.5
63303,0.5
348824,0.5
229870,0.5
63908,0.5
268118,0.5
388316,0.5
201380,0.5
199360,0.5
116865,0.5
56390,0.5
392792,0.5
144406,0.5
448905,0.5
297096,0.5
87418,0.5
204009,0.5
161501,0.5
372310,0.5
30573,0.5
406133,0.5
415839,0.5
199278,0.5
312411,0.5
150910,0.5
445184,0.5
419495,0.5
65234,0.5
39810,0.5
47682,0.5
429978,0.5
423286,0.5
31283,0.5
21534,0.5
220204,0.5
10906,0.5
462807,0.5
336155,0.5
203257,0.5
450807,0.5
206411,0.5
121867,0.5
347738,0.5
421136,0.5
463232,0.5
468420,0.5
417460,0.5
45959,0.5
181710,0.5
229329,0.5
291227,0.5
350418,0.5
295678,0.5
108343,0.5
498311,0.5
39458,0.5
425896,0.5
221809,0.5
242046,0.5
211508,0.5
458539,0.5
493078,0.5
325022,0.5
498565,0.5
294808,0.5
84204,0.5
250215,0.5
261906,0.5
182048,0.5
272671,0.5
378635,0.5
45699,0.5
56412,0.5
65348,0.5
336666,0.5
266838,0.5
273844,0.5
27024,0.5
494493,0.5
3167,0.5
211526,0.5
176578,0.5
132904,0.5
85766,0.5
378563,0.5
407700,0.5
216425,0.5
102400,0.5
210138,0.5
309488,0.5
460391,0.5
93991,0.5
317699,0.5
131115,0.5
284107,0.5
190656,0.5
333135,0.5
103750,0.5
99406,0.5
447334,0.5
89474,0.5
16002,0.5
436916,0.5
235927,0.5
198536,0.5
326741,0.5
326000,0.5
301120,0.5
300253,0.5
464769,0.5
304723,0.5
44321,0.5
26576,0.5
233818,0.5
91411,0.5
138175,0.5
33306,0.5
357214,0.5
204439,0.5
242234,0.5
177826,0.5
66652,0.5
267419,0.5
14970,0.5
474754,0.5
499845,0.5
3072,0.5
128428,0.5
77140,0.5
184185,0.5
496094,0.5
498561,0.5
150379,0.5
58288,0.5
363080,0.5
338496,0.5
23348,0.5
84386,0.5
435039,0.5
241913,0.5
51442,0.5
101829,0.5
88206,0.5
56351,0.5
146546,0.5
405471,0.5
348023,0.5
66232,0.5
412340,0.5
259149,0.5
240166,0.5
99201,0.5
74397,0.5
440228,0.5
51240,0.5
8278,0.5
70027,0.5
299604,0.5
230992,0.5
235952,0.5
48591,0.5
286114,0.5
64052,0.5
345578,0.5
85712,0.5
300894,0.5
232249,0.5
51521,0.5
223446,0.5
482452,0.5
30195,0.5
280947,0.5
243891,0.5
301944,0.5
248830,0.5
87650,0.5
187447,0.5
70514,0.5
63843,0.5
38751,0.5
297010,0.5
317279,0.5
7677,0.5
216939,0.5
357349,0.5
81893,0.5
26355,0.5
42504,0.5
52161,0.5
399805,0.5
395119,0.5
288616,0.5
440454,0.5
150346,0.5
221812,0.5
230203,0.5
384651,0.5
242108,0.5
373579,0.5
412299,0.5
36473,0.5
248137,0.5
169200,0.5
368322,0.5
237101,0.5
371602,0.5
63797,0.5
204505,0.5
152004,0.5
225326,0.5
244551,0.5
461618,0.5
446160,0.5
91136,0.5
141022,0.5
9590,0.5
190482,0.5
142819,0.5
451735,0.5
321354,0.5
80018,0.5
104811,0.5
233828,0.5
159914,0.5
95239,0.5
9989,0.5
291505,0.5
329608,0.5
128875,0.5
385047,0.5
231389,0.5
135220,0.5
361551,0.5
379042,0.5
226576,0.5
241781,0.5
505032,0.5
209892,0.5
400635,0.5
438204,0.5
335426,0.5
165235,0.5
17211,0.5
120310,0.5
132968,0.5
416582,0.5
218158,0.5
257344,0.5
234364,0.5
49979,0.5
93281,0.5
99962,0.5
432803,0.5
171423,0.5
292254,0.5
85595,0.5
376675,0.5
58564,0.5
125754,0.5
383742,0.5
436320,0.5
297268,0.5
346743,0.5
313281,0.5
191979,0.5
115723,0.5
29324,0.5
395479,0.5
439559,0.5
340493,0.5
333790,0.5
245736,0.5
37615,0.5
317670,0.5
254517,0.5
287826,0.5
343445,0.5
196524,0.5
149129,0.5
363219,0.5
505486,0.5
494922,0.5
234528,0.5
458471,0.5
448173,0.5
385885,0.5
427545,0.5
114195,0.5
6088,0.5
263867,0.5
11469,0.5
87718,0.5
220460,0.5
250419,0.5
246706,0.5
265722,0.5
289852,0.5
123250,0.5
453065,0.5
347369,0.5
209321,0.5
244158,0.5
278065,0.5
472196,0.5
152579,0.5
34370,0.5
505337,0.5
230254,0.5
198787,0.5
472089,0.5
294565,0.5
242884,0.5
314134,0.5
14188,0.5
20718,0.5
444648,0.5
317562,0.5
374401,0.5
322455,0.5
367248,0.5
374490,0.5
275274,0.5
20347,0.5
286019,0.5
7426,0.5
122640,0.5
359295,0.5
317166,0.5
72901,0.5
440389,0.5
139942,0.5
237273,0.5
17997,0.5
292112,0.5
62442,0.5
240578,0.5
228462,0.5
286521,0.5
155324,0.5
368135,0.5
193023,0.5
278117,0.5
124165,0.5
357986,0.5
175534,0.5
279294,0.5
376006,0.5
500733,0.5
30073,0.5
445580,0.5
289902,0.5
46557,0.5
345198,0.5
48485,0.5
285577,0.5
66619,0.5
506440,0.5
367261,0.5
348568,0.5
44211,0.5
338846,0.5
30895,0.5
338340,0.5
83774,0.5
233202,0.5
469108,0.5
279185,0.5
206505,0.5
302459,0.5
424335,0.5
246056,0.5
357068,0.5
82008,0.5
71808,0.5
96272,0.5
486154,0.5
58470,0.5
498412,0.5
37417,0.5
385890,0.5
220867,0.5
225931,0.5
56121,0.5
131506,0.5
503604,0.5
82355,0.5
34116,0.5
77501,0.5
416366,0.5
363389,0.5
48086,0.5
161160,0.5
468772,0.5
313924,0.5
167720,0.5
364435,0.5
127942,0.5
283371,0.5
286630,0.5
192697,0.5
281858,0.5
271059,0.5
109727,0.5
308365,0.5
45574,0.5
491696,0.5
310879,0.5
120155,0.5
284372,0.5
352253,0.5
204023,0.5
170751,0.5
219839,0.5
363046,0.5
243006,0.5
65716,0.5
12811,0.5
81149,0.5
35575,0.5
7549,0.5
136043,0.5
472634,0.5
340720,0.5
196935,0.5
294248,0.5
113668,0.5
188163,0.5
305740,0.5
9770,0.5
62786,0.5
481023,0.5
65677,0.5
218156,0.5
57692,0.5
29410,0.5
305889,0.5
267185,0.5
118962,0.5
49754,0.5
124442,0.5
386869,0.5
238774,0.5
103360,0.5
48401,0.5
280981,0.5
30434,0.5
188348,0.5
75054,0.5
203617,0.5
147054,0.5
305613,0.5
207018,0.5
457250,0.5
75544,0.5
336912,0.5
217682,0.5
407961,0.5
230356,0.5
3734,0.5
109931,0.5
182016,0.5
48487,0.5
85720,0.5
331156,0.5
61201,0.5
338066,0.5
346996,0.5
445836,0.5
238121,0.5
440444,0.5
423344,0.5
189470,0.5
357131,0.5
337211,0.5
419620,0.5
166959,0.5
8678,0.5
255795,0.5
139426,0.5
193360,0.5
365131,0.5
251866,0.5
150891,0.5
224992,0.5
236676,0.5
12030,0.5
452323,0.5
321491,0.5
415676,0.5
486468,0.5
383309,0.5
163433,0.5
77921,0.5
405934,0.5
132623,0.5
302622,0.5
245095,0.5
322538,0.5
373304,0.5
335051,0.5
380859,0.5
205791,0.5
25535,0.5
239149,0.5
94917,0.5
52909,0.5
153887,0.5
46567,0.5
116642,0.5
144046,0.5
361223,0.5
483183,0.5
316068,0.5
126472,0.5
208048,0.5
226791,0.5
32794,0.5
122262,0.5
493146,0.5
428151,0.5
232019,0.5
339315,0.5
324189,0.5
464785,0.5
241148,0.5
167224,0.5
162174,0.5
478053,0.5
484564,0.5
358497,0.5
503140,0.5
216376,0.5
134521,0.5
130299,0.5
209848,0.5
268458,0.5
358485,0.5
216878,0.5
41406,0.5
370748,0.5
459961,0.5
195092,0.5
69428,0.5
259772,0.5
381442,0.5
316421,0.5
417079,0.5
208326,0.5
138073,0.5
206160,0.5
199170,0.5
258779,0.5
6119,0.5
274505,0.5
180159,0.5
334100,0.5
287204,0.5
77983,0.5
274114,0.5
306663,0.5
76711,0.5
225770,0.5
256179,0.5
98353,0.5
186528,0.5
381122,0.5
49113,0.5
474232,0.5
400187,0.5
375625,0.5
146852,0.5
448966,0.5
192166,0.5
303526,0.5
87798,0.5
472172,0.5
143338,0.5
392393,0.5
141758,0.5
118194,0.5
145357,0.5
198642,0.5
348354,0.5
336186,0.5
210452,0.5
110199,0.5
336434,0.5
166770,0.5
76928,0.5
50249,0.5
344087,0.5
323215,0.5
411077,0.5
303863,0.5
376776,0.5
499755,0.5
129866,0.5
285057,0.5
468657,0.5
228949,0.5
316557,0.5
142082,0.5
191715,0.5
110380,0.5
375003,0.5
133220,0.5
199821,0.5
424852,0.5
393302,0.5
152161,0.5
297470,0.5
117,0.5
34695,0.5
56925,0.5
237473,0.5
328199,0.5
31589,0.5
366561,0.5
194106,0.5
257852,0.5
219354,0.5
226446,0.5
34091,0.5
